provider_family,model_name,model_id,sample_index,sample_id,extracted_persona_rows,yes_count,selection_status,selected_persona_id,names
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,38,google__gemma_2_2b_it__sample_038,3,1,selected,P1,"Amira ""Amy"" Khan (She/Her, Daniel ""Danny"" Nguyen (He/Him, Aisha ""Ash"" Oluwole (She/Her"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,39,google__gemma_2_2b_it__sample_039,3,1,selected,P1,"Aaliyah Patel, Liam O'Connell, Yasmin Khan"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,40,google__gemma_2_2b_it__sample_040,3,0,ambiguous,,"Aaliyah Khan (28, Omar Williams (35, Amina Diallo (19"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,41,google__gemma_2_2b_it__sample_041,3,1,selected,P1,"Amani Patel, Kevin Adeyemi, Sarah Gonzalez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,42,google__gemma_2_2b_it__sample_042,3,1,selected,P1,"Anika Sharma, Liam O'Connell, Ayana Al-Amin"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,43,google__gemma_2_2b_it__sample_043,3,1,selected,P3,"Amara Singh (28, Ethan Carter (35, Yasmin Ali (22"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,44,google__gemma_2_2b_it__sample_044,3,1,selected,P1,"Aisha Khan, Liam O'Connell, Sofia Diaz"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,45,google__gemma_2_2b_it__sample_045,3,1,selected,P3,"Amina Khan (25, John Smith (38, Aaliyah Ramirez (19"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,46,google__gemma_2_2b_it__sample_046,3,1,selected,P1,"Aisha Patel, James O'Connor, Sofia Silva"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,47,google__gemma_2_2b_it__sample_047,3,1,selected,P3,"Aaliyah Hassan, Mark O'Connell, Yasmine Khalil"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,48,google__gemma_2_2b_it__sample_048,3,1,selected,P3,"Maya Khan, Kim Woo-jin, Aisha Ahmed"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,49,google__gemma_2_2b_it__sample_049,3,1,selected,P3,"Amina Khan, Ethan Lee, Aisha Mohamed"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,50,google__gemma_2_2b_it__sample_050,3,1,selected,P3,"Anika Patel, James ""Jim"" Rodriguez, Aaliyah Khan"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,51,google__gemma_2_2b_it__sample_051,3,1,selected,P1,"Aisha Patel, Kenzo Tanaka, Sofia Martinez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,52,google__gemma_2_2b_it__sample_052,3,1,selected,P1,"Amina Khan, David Kim, Amara O’Neill"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,53,google__gemma_2_2b_it__sample_053,3,1,selected,P2,"Maya Patel, Omar Hassan, Sofia Rodriguez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,54,google__gemma_2_2b_it__sample_054,3,1,selected,P1,"Maya Patel, Sebastian ""Bas"" Ramirez, Aisha Al-Amin"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,55,google__gemma_2_2b_it__sample_055,3,1,selected,P1,"Aisha Patel, Kenji Hayashi, Maria Silva"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,56,google__gemma_2_2b_it__sample_056,3,1,selected,P1,"Aisha Abdul-Rahman, Daniel ""Danny"" Lopez, Aya Watanabe"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,57,google__gemma_2_2b_it__sample_057,3,1,selected,P3,"Aisha Khan, Kenji Nakamura, Aisha Mohamed"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,58,google__gemma_2_2b_it__sample_058,3,1,selected,P3,"Asha Patel, Omar Khan, Anya Gonzalez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,59,google__gemma_2_2b_it__sample_059,3,1,selected,P1,"Anika Patel, Omar Hassan, Nadia Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,0,google__gemma_2_9b_it__sample_000,3,1,selected,P1,"Anika Sharma, Jean-Pierre Dubois, Maria Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,1,google__gemma_2_9b_it__sample_001,3,1,selected,P1,"Aaliyah Khan, Bjorn Andersson, Saoirse O'Connell"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,2,google__gemma_2_9b_it__sample_002,3,1,selected,P1,"Aaliyah Khan, Liam O'Connell, Chihiro Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,3,google__gemma_2_9b_it__sample_003,3,1,selected,P2,"Anika Sharma, Mateo Garcia, Dr. Evelyn Osei"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,4,google__gemma_2_9b_it__sample_004,3,1,selected,P2,"Anika Sharma, Liam O'Connell, Dr. Fatima Hassan"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,5,google__gemma_2_9b_it__sample_005,3,1,selected,P3,"Aaliyah Khan, Mateo Rodriguez, Aiko Sato"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,6,google__gemma_2_9b_it__sample_006,3,1,selected,P1,"Agent Aaliyah Khan, Agent Kenji Tanaka, Agent Maria Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,7,google__gemma_2_9b_it__sample_007,3,1,selected,P2,"Aisha Khan, Mateo Rodriguez, Dr. Emily Chen"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,8,google__gemma_2_9b_it__sample_008,3,1,selected,P3,"Aisha Khan, David O'Connell, Maria Santos"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,9,google__gemma_2_9b_it__sample_009,3,1,selected,P2,"Anika Sharma, Jean-Luc Dubois, Kimani Otieno"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,10,google__gemma_2_9b_it__sample_010,3,1,selected,P1,"Anika Sharma, David Osei, Sofia Andersson"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,11,google__gemma_2_9b_it__sample_011,3,1,selected,P1,"Aisha Khan, Liam O'Connell, Kimiko Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,12,google__gemma_2_9b_it__sample_012,3,1,selected,P1,"Anika Sharma, David Osei, Sofia Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,13,google__gemma_2_9b_it__sample_013,3,1,selected,P2,"Aaliyah Khan, Alessandro Rossi, Kofi Agyeman"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,14,google__gemma_2_9b_it__sample_014,3,1,selected,P3,"Aaliyah Khan, David Osei, Maria Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,15,google__gemma_2_9b_it__sample_015,3,1,selected,P1,"Anika Sharma, Omar Hassan, Maria Johansson"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,16,google__gemma_2_9b_it__sample_016,3,1,selected,P3,"Amina Khan, Lars Andersson, Chimaobi ""Chi"" Okoli"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,17,google__gemma_2_9b_it__sample_017,3,1,selected,P2,"Anika Sharma, David O'Connell, Zara Hassan"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,18,google__gemma_2_9b_it__sample_018,3,1,selected,P3,"Amina Khan, Liam O'Connell, Saoirse Watanabe"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,19,google__gemma_2_9b_it__sample_019,3,1,selected,P2,"Aaliyah Khan, Liam O'Connell, Kenji Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,20,google__gemma_2_9b_it__sample_020,3,1,selected,P3,"Anika Sharma, Omar Hassan, Saoirse O'Connell"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,21,google__gemma_2_9b_it__sample_021,3,1,selected,P2,"Amina Khan, Liam O'Connell, Kenji Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,22,google__gemma_2_9b_it__sample_022,3,1,selected,P1,"Anika Sharma, Mateo Rodriguez, Ayaan Hassan"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,23,google__gemma_2_9b_it__sample_023,3,1,selected,P2,"Aaliyah Khan, Mateo Rodriguez, Ava Olsen"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,24,google__gemma_2_9b_it__sample_024,3,1,selected,P2,"Aaliyah Khan, Liam O'Connell, Sofia Petrova"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,25,google__gemma_2_9b_it__sample_025,3,1,selected,P2,"Aaliyah Khan, Liam O'Connell, Kenzo Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,26,google__gemma_2_9b_it__sample_026,3,1,selected,P2,"Aaliyah Khan, Mateo Garcia, Anika Johansson"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,27,google__gemma_2_9b_it__sample_027,3,1,selected,P2,"Aisha Khan, Liam O'Connell, Saoirse Kim"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,28,google__gemma_2_9b_it__sample_028,3,1,selected,P3,"Aisha Khan, Liam O'Connell, Maya Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,29,google__gemma_2_9b_it__sample_029,3,1,selected,P2,"Amina Hassan, Liam O'Connell, Hiroko Sato"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,30,google__gemma_2_9b_it__sample_030,3,1,selected,P2,"Amina Khan, Liam O'Connell, Kaito Sato"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,31,google__gemma_2_9b_it__sample_031,3,1,selected,P1,"Anika Sharma, Jean-Luc Dubois, Fatima Hassan"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,32,google__gemma_2_9b_it__sample_032,3,1,selected,P2,"Anika Sharma, Mateo Garcia, Aya Hassan"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,33,google__gemma_2_9b_it__sample_033,3,1,selected,P2,"Aaliyah Khan, Mateo Rodriguez, Sophia Larsson"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,34,google__gemma_2_9b_it__sample_034,3,1,selected,P1,"Amina, David, Kenji"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,35,google__gemma_2_9b_it__sample_035,3,1,selected,P3,"Anika Sharma, Jean-Luc Dubois, Maria Garcia"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,36,google__gemma_2_9b_it__sample_036,3,1,selected,P1,"Anika Kapoor, Jean-Luc Dubois, Maria Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,37,google__gemma_2_9b_it__sample_037,3,1,selected,P2,"Aisha Khan, Liam O'Connell, Kimiko Sato"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,38,google__gemma_2_9b_it__sample_038,3,1,selected,P2,"Aisha Khan, Liam O'Connell, Keiko Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,39,google__gemma_2_9b_it__sample_039,3,1,selected,P2,"Anika Patel, Omar Hassan, Saoirse O'Connell"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,40,google__gemma_2_9b_it__sample_040,3,1,selected,P1,"Anika Sharma, David Osei, Sofia Rodriguez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,41,google__gemma_2_9b_it__sample_041,3,1,selected,P3,"Aaliyah Khan, Mateo Garcia, Kimberley O'Connell"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,42,google__gemma_2_9b_it__sample_042,3,1,selected,P1,"Anika Sharma, Kai Johnson, Saoirse O'Connell"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,43,google__gemma_2_9b_it__sample_043,3,1,selected,P2,"Anika Sharma, Jean-Luc Dubois, Fatima Hassan"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,44,google__gemma_2_9b_it__sample_044,3,1,selected,P3,"Aaliyah Khan, Diego Rodriguez, Sophie Dubois"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,45,google__gemma_2_9b_it__sample_045,3,1,selected,P1,"Aaliyah Khan, Mateo Rodriguez, Lena Petrova"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,46,google__gemma_2_9b_it__sample_046,3,1,selected,P1,"Amina Khan, Liam O'Connell, Kenzo Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,47,google__gemma_2_9b_it__sample_047,3,1,selected,P3,"Amina Hassan, Liam O'Connell, Chen Lin"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,48,google__gemma_2_9b_it__sample_048,3,1,selected,P3,"Aaliyah Khan, Liam O'Connell, Kimiko Sato"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,49,google__gemma_2_9b_it__sample_049,3,1,selected,P2,"Aaliyah Khan, Mateo Rodriguez, Anya Petrova"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,50,google__gemma_2_9b_it__sample_050,3,1,selected,P3,"Aaliyah Khan, Mateo Silva, Chloe Dubois"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,51,google__gemma_2_9b_it__sample_051,3,1,selected,P1,"Anika Sharma, David Osei, Elena Petrova"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,52,google__gemma_2_9b_it__sample_052,3,1,selected,P2,"Anika Khan, David Osei, Sofia Petrova"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,53,google__gemma_2_9b_it__sample_053,3,1,selected,P2,"Aaliyah Khan, Michael O'Connell, Akiko Sato"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,54,google__gemma_2_9b_it__sample_054,3,1,selected,P2,"Aaliyah Khan, Michael O'Connell, Akiko Tanaka"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,55,google__gemma_2_9b_it__sample_055,3,1,selected,P1,"Anika Khan, Diego Oliveira, Sarah Johnson"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,56,google__gemma_2_9b_it__sample_056,3,1,selected,P2,"Amina Khan, Liam O'Connell, Elena Petrova"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,57,google__gemma_2_9b_it__sample_057,3,1,selected,P1,"Aisha Khan, Mateo Rodriguez, Grace O'Connell"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,58,google__gemma_2_9b_it__sample_058,3,1,selected,P2,"Anika Sharma, Omar Hassan, Elena Ramirez"
Google-Gemma,gemma-2-9b-it,google/gemma-2-9b-it,59,google__gemma_2_9b_it__sample_059,3,1,selected,P2,"Amina Khan, Liam O'Connell, Keiko Sato"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,0,google__gemma_3_4b_it__sample_000,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,1,google__gemma_3_4b_it__sample_001,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,2,google__gemma_3_4b_it__sample_002,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,3,google__gemma_3_4b_it__sample_003,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,4,google__gemma_3_4b_it__sample_004,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,5,google__gemma_3_4b_it__sample_005,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,6,google__gemma_3_4b_it__sample_006,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,7,google__gemma_3_4b_it__sample_007,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,8,google__gemma_3_4b_it__sample_008,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,9,google__gemma_3_4b_it__sample_009,3,0,ambiguous,,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,10,google__gemma_3_4b_it__sample_010,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,11,google__gemma_3_4b_it__sample_011,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,12,google__gemma_3_4b_it__sample_012,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,13,google__gemma_3_4b_it__sample_013,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,14,google__gemma_3_4b_it__sample_014,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,15,google__gemma_3_4b_it__sample_015,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,16,google__gemma_3_4b_it__sample_016,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,17,google__gemma_3_4b_it__sample_017,3,0,ambiguous,,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,18,google__gemma_3_4b_it__sample_018,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,19,google__gemma_3_4b_it__sample_019,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,20,google__gemma_3_4b_it__sample_020,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,21,google__gemma_3_4b_it__sample_021,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,22,google__gemma_3_4b_it__sample_022,3,0,ambiguous,,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Rodriguez"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,23,google__gemma_3_4b_it__sample_023,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,24,google__gemma_3_4b_it__sample_024,3,0,ambiguous,,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,25,google__gemma_3_4b_it__sample_025,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,26,google__gemma_3_4b_it__sample_026,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,27,google__gemma_3_4b_it__sample_027,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Sofia Ramirez"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,28,google__gemma_3_4b_it__sample_028,3,0,ambiguous,,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,29,google__gemma_3_4b_it__sample_029,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,30,google__gemma_3_4b_it__sample_030,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,31,google__gemma_3_4b_it__sample_031,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,32,google__gemma_3_4b_it__sample_032,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,33,google__gemma_3_4b_it__sample_033,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Rodriguez"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,34,google__gemma_3_4b_it__sample_034,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Mateo Rodriguez"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,35,google__gemma_3_4b_it__sample_035,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,36,google__gemma_3_4b_it__sample_036,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,37,google__gemma_3_4b_it__sample_037,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,38,google__gemma_3_4b_it__sample_038,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Mateo Rodriguez"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,39,google__gemma_3_4b_it__sample_039,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,40,google__gemma_3_4b_it__sample_040,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,41,google__gemma_3_4b_it__sample_041,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,42,google__gemma_3_4b_it__sample_042,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,43,google__gemma_3_4b_it__sample_043,3,0,ambiguous,,"Zara Khan: (South Asian, Finn O’Connell: (Irish, Kenji Tanaka: (Japanese"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,44,google__gemma_3_4b_it__sample_044,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,45,google__gemma_3_4b_it__sample_045,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,46,google__gemma_3_4b_it__sample_046,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,47,google__gemma_3_4b_it__sample_047,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Imani Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,48,google__gemma_3_4b_it__sample_048,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,49,google__gemma_3_4b_it__sample_049,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Moreau"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,50,google__gemma_3_4b_it__sample_050,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,51,google__gemma_3_4b_it__sample_051,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,52,google__gemma_3_4b_it__sample_052,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,53,google__gemma_3_4b_it__sample_053,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Mateo Rodriguez"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,54,google__gemma_3_4b_it__sample_054,3,0,ambiguous,,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,55,google__gemma_3_4b_it__sample_055,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,56,google__gemma_3_4b_it__sample_056,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,57,google__gemma_3_4b_it__sample_057,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Imani Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,58,google__gemma_3_4b_it__sample_058,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle Dubois"
Google-Gemma,gemma-3-4b-it,google/gemma-3-4b-it,59,google__gemma_3_4b_it__sample_059,3,1,selected,P3,"Zara Khan, Kenji Tanaka, Isabelle “Izzy” Moreau"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,3,tiiuae__Falcon3_1B_Instruct__sample_003,3,1,selected,P1,"Amara Patel, Noah Rivera, Sofia Martinez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,4,tiiuae__Falcon3_1B_Instruct__sample_004,3,1,selected,P2,"Sofia, Hiroshi, Amina"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,5,tiiuae__Falcon3_1B_Instruct__sample_005,3,1,selected,P3,"Amina, Leo, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,6,tiiuae__Falcon3_1B_Instruct__sample_006,3,1,selected,P2,"Sophia, Alex, Maya"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,7,tiiuae__Falcon3_1B_Instruct__sample_007,3,1,selected,P3,"Zara, Hassan, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,8,tiiuae__Falcon3_1B_Instruct__sample_008,3,1,selected,P1,"Maya, Leo, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,9,tiiuae__Falcon3_1B_Instruct__sample_009,3,1,selected,P2,"Maya (35, Carlos (40, Aamina (28"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,10,tiiuae__Falcon3_1B_Instruct__sample_010,3,1,selected,P1,"Priya Patel*, Alex Nguyen, Raj Patel"
